row_type,id,type,source,target
node,Naturalistic inquiry,external,,
node,Introduction to Orthogonal Transforms,external,,
node,Ex Vivo Donor Heart Perfusion using the TransMedics Organ Care System in Orthotopic Heart Transplant,external,,
node,Mathematical Problem Solving with Technology: the Techno-Mathematical Fluency of a Student-with-GeoGebra,external,,
node,First steps in teaching computational thinking through mobile technology and robotics,external,,
node,The relationship between classical item characteristics and item response time on computer-based testing,external,,
node,<scp>STEM</scp> learning attitude predicts computational thinking skills among primary school students,external,,
node,How to Speak Machine: Laws of Design for a Computational Age. Portfolio/Penguin,external,,
node,TEL,external,,
node,Penilaian Modul Teknologi Pembinaan untuk Institusi Pendidikan Vokasional,external,,
node,SPSS ve LISREL ile pratik veri analizi: Analiz ve raporlaştırma,external,,
node,Proceedings of 2018 IEEE 42nd Annual Computer Software and Applications Conference (COMPSAC),external,,
node,Homogeneous Spaces and Equivariant Embeddings,external,,
node,Formation of general education skills on molecular physics,external,,
node,Teacher Professional Development: An International Review of the Literature,external,,
node,Coding Dojo: An Environment for Learning and Sharing Agile Practices,external,,
node,The Development of Students' Computational Thinking Practices in AI Course Using the Game-Based Learning: A Case Study,external,,
node,The finite element method,external,,
node,Understanding Social Science Research,external,,
node,Tahap kemahiran visualisasi bagi mata pelajaran lukisan kejuruteraan di uthm,external,,
node,Examining the Role of Parents in Promoting Computational Thinking in Children: A Case Study on one Homeschool Family (Fundamental),external,,
node,"Measuring Secondary School Students’ Competence in Computational Thinking in ICILS 2018—Challenges, Concepts, and Potential Implications for School Systems Around the World",external,,
node,"Computer science in K-12 school curricula of the 2lst century: Why, what and when?",external,,
node,Word learning from a tablet app: Toddlers perform better in a passive context,external,,
node,Scratch and Mar Resistance of Automotive Coatings,external,,
node,Dataset for the comparison of two Computational Thinking (CT) test for upper primary school (grades 3-4) : the Beginners' CT test (BCTt) and the competent CT test (cCTt),external,,
node,Integrating Computing through Physical Activity in Elementary School Classrooms,external,,
node,Computational thinking in mathematics education: A joint approach to encourage problem-solving ability,external,,
node,CLORIFI: software vulnerability discovery using code clone verification,external,,
node,Pair programming in middle school: variations in interactions and behaviors,external,,
node,Problem Solving and Problem Posing in a Dynamic Geometry Environment,external,,
node,Field-Dependent and Field-Independent Cognitive Styles and Their Educational Implications,external,,
node,Scaffolding students' learning using test my code,external,,
node,Gender differences in kindergarteners’ robotics and programming achievement,external,,
node,Female teachers’ math anxiety affects girls’ math achievement,external,,
node,Statistical power analysis for the behavioral Sciences,external,,
node,Computational Thinking in K-2 Classrooms: Evidence from Student Artifacts (Fundamental),external,,
node,CT Leadership Toolkit,external,,
node,A review of computational toys and kits for young children,external,,
node,Statistical analysis for effect of positive thinking on stres management and creative problem solving for adolescents,external,,
node,Visual Computational Thinking Using Patch,external,,
node,Kompetencer og matematiklaering: Idéer og inspiration til udvikling af matematikundervisning i Danmark [Competencies and mathematics learning: Ideas and inspiration for the development of mathematics teaching in Denmark,external,,
node,A Study of Factors Promoting Success in Computer Science Including Gender Differences,external,,
node,"Active learning increases student performance in science, engineering, and mathematics",external,,
node,"Put Your Robot in, Put Your Robot out: Sequencing through Programming Robots in Early Childhood",external,,
node,EVALUERING AF INTERNATIONALT NETVÆRKSPROGRAM 2009-2014,external,,
node,CSTA K--12 Computer Science Standards: Revised 2011,external,,
node,Computing Perspective Projections in 3-Dimensions Using Rotors in the Homogeneous and Conformal Models of Clifford Algebra,external,,
node,"The journal coverage of Web of Science, Scopus and Dimensions: A comparative analysis",external,,
node,The profession of ITBeyond computational thinking,external,,
node,Exploratory Experimentation and Computation,external,,
node,Pengujian Psikometrik Item Kecerdasan Menghadapi Cabaran untuk Pelajar Lelaki Kejuruteraan Mekanikal Menggunakan Model Pengukuran Rasch (Psychometric Properties of an Adversity Quotient Items for Mechanical Engineering Male Students using Rasch Measurement Model),external,,
node,An Introduction to Design Science,external,,
node,The effect of collaborative learning approach on academic success in Turkish course and students' interest in the course,external,,
node,What Makes Professional Development Effective? Strategies That Foster Curriculum Implementation,external,,
node,Using online game-based platforms to improve student performance and engagement in histology teaching,external,,
node,Use of Social Software in Education,external,,
node,The roles of mathematics in computer science,external,,
node,Practitioner Review: Do performance‐based measures and ratings of executive function assess the same construct?,external,,
node,The effect of sustained vs. faded scaffolding on students’ argumentation in ill-structured problem solving,external,,
node,Distinguishing Perceived Competence and Self-Efficacy: An Example From Exercise,external,,
node,Engaging Primary and Secondary School Students in Computer Science Through Computational Thinking Training,external,,
node,Gephi,external,,
node,Assessing Problem-Solving Process At Scale,external,,
node,The building blocks of coding: a comparison of early childhood coding toys,external,,
node,Introduction to Finite Element Analysis Using MATLAB and Abaqus,external,,
node,Industry 4.0: a perspective based on bibliometric analysis,external,,
node,Math Book2,external,,
node,Generation Z goes to college,external,,
node,Evaluación de la calidad pedagógica de los MOOC,external,,
node,Puzzlebased learning for engineering and computer science,external,,
node,LEARNING WITHIN A LEARNER CONTROL TRAINING ENVIRONMENT: THE INTERACTIVE EFFECTS OF GOAL ORIENTATION AND METACOGNITIVE INSTRUCTION ON LEARNING OUTCOMES,external,,
node,A systematic review of learning computational thinking through scratch in K-9,external,,
node,School level characteristics and students’ CIL in Europe – A latent class analysis approach,external,,
node,Educational Robotics for Developing Computational Thinking in Young Learners: A Systematic Review,external,,
node,NetSciEd: Network Science and Education for the Interconnected World,external,,
node,CS4HS,external,,
node,The cognitive effects of computational thinking: A systematic review and meta-analytic study,external,,
node,"How block-based, text-based, and hybrid block/text modalities shape novice programming practices",external,,
node,The Relationship Between Changes in Teachers' Self-efficacy Beliefs and the Science Teaching Environment of Danish First-Year Elementary Teachers,external,,
node,Preregistering qualitative research,external,,
node,Using Robotics to Motivate ‘Back Door’ Learning,external,,
node,Electrifying Engagement in Middle School Science Class: Improving Student Interest Through E-textiles,external,,
node,No Silver Bullet Essence and Accidents of Software Engineering,external,,
node,The profession of IT: Beyond computational thinking,external,,
node,Experimental and Quasi-Experimental Designs for Generalized Causal Inference,external,,
node,A short guide to action research,external,,
node,An IoT Computational Robotics Learning Laboratory in Vila Velha,external,,
node,"Developing, Analyzing, and Using Distractors for Multiple-Choice Tests in Education: A Comprehensive Review",external,,
node,Exploring computational thinking assessment in introductory programming courses,external,,
node,Insertion Results and Hearing Outcomes of a Slim Lateral Wall Electrode,external,,
node,"“1896 Map of Laurel Cemetery from Bromley Atlas,” Laurel Cemetery Memorial Project, accessed February 14, 2023, https://laurelcemetery.omeka.net/items/show/19.",external,,
node,The WearableLearning Platform: A Computational Thinking Tool Supporting Game Design and Active Play,external,,
node,Axiological aspects of some models of euphimisation in Bulgarian language and traditional Bulgarian culture,external,,
node,L'efficacia dell'apprendimento in rete degli immigrati digitali. L'esperienza SMART per le discipline scientifiche,external,,
node,"The Internal Impermeant Anion, Its Mean Valence and Osmolarity-Charge Asymmetry",external,,
node,Work in progress: Teaching computational thinking in middle and high school,external,,
node,"Computer programming self-efficacy scale (CPSES) for secondary school students: Development, validation and reliability",external,,
node,Quadro europeu de referência para a competência digital: subsídios para a sua compreensão e desenvolvimento,external,,
node,Game‐based learning has good chemistry with chemistry education: A three‐level meta‐analysis,external,,
node,The Influence of Robots on Students’ Computational Thinking: A Literature Review,external,,
node,INSTANCES: incorporating computational scientific thinking advances into education and science courses,external,,
node,Measuring Student Learning in Introductory Block-Based Programming,external,,
node,Global Education Monitoring Report – Gender Review: Education for people and planet: Creating sustainable futures for all,external,,
node,Improving girls’ perception of computer science as a viable career option through game playing and design: Lessons from a systematic literature review,external,,
node,Teaching robot programming can be a new opportunity for technical subjects of study,external,,
node,Teaching and Learning About Complex Systems in K–12 Science Education: A Review of Empirical Studies 1995–2015,external,,
node,Design and validation of learning trajectory-based assessments for computational thinking in upper elementary grades,external,,
node,Visual programming languages integrated across the curriculum in elementary school: A two year case study using “Scratch” in five schools,external,,
node,Students motivation for adopting programming contests: Innovation-diffusion perspective,external,,
node,Educational applications of augmented reality: A bibliometric study,external,,
node,Development and Preliminary Validation of the Assessment of Computing for Elementary Students (ACES),external,,
node,WORKING THE BASIS OF COMPUTATIONAL THINKING: DEFINITION AND SKILLS,external,,
node,PRADA,external,,
node,Matter and Interactions,external,,
node,Self‐Efficacy and Causal Attributions: Direct and Reciprocal Links,external,,
node,Rosa Luxemburg Stiftung,external,,
node,Systematic literature reviews in software engineering – A systematic literature review,external,,
node,Students’ reflection on online self-correction and peer review to improve writing,external,,
node,Advancing students’ computational thinking skills through educational robotics: A study on age and gender relevant differences,external,,
node,Executive function in education: From theory to practice,external,,
node,Table 2: Categorisation of search results from the Web of Science database (accessed 30 July 2022).,external,,
node,Directed qualitative content analysis: the description and elaboration of its underpinning methods and data analysis process,external,,
node,Operational definition of computational thinking for K-12 education. 1-1,external,,
node,Teachers’ perception of STEM integration and education: a systematic literature review,external,,
node,Using robotics educational module as an interactive STEM learning platform,external,,
node,Twenty-five years of the didactic transposition,external,,
node,The Challenges of Teaching Finite Element Analysis in the Undergraduate Curriculum,external,,
node,Communities of practice as a curriculum design theory in an introductory physics class for engineers,external,,
node,Data-driven identification of skills for the future: 21st century skills for the 21st century workforce,external,,
node,Static analysis of students' Java programs,external,,
node,Het regiem van de vreemdelingenbewaring,external,,
node,KS3: Introduction to computational thinking,external,,
node,Learning intentions and success criteria: learners' and teachers' views,external,,
node,A novel interdisciplinary course in gerontechnology for disseminating computational thinking,external,,
node,"A review of models for introducing computational thinking, computer science and computing in K-12 education",external,,
node,Reading statistics and research,external,,
node,Towards the Automatic Recognition of Computational Thinking for Adaptive Visual Language Learning,external,,
node,The neglected battle fields of syntax errors,external,,
node,Studying Player Experience in a Collaborative Embodied Interaction Game,external,,
node,Automate the boring stuff with Python: Practical programming for total beginners,external,,
node,Computational Thinking Initiatives in Danish Grade 8 Classes. A Quantitative Study of How Students are Taught to Think Computationally,external,,
node,None But Ourselves Can Free Our Minds: Critical Computational Literacy as a Pedagogy of Resistance,external,,
node,Welcome to the Journal of Electronic Theses and Dissertations (J-ETD),external,,
node,"Portraits of ""thinking"" in the classroom: how teachers talk about computational thinking and executive function. Submitted for review",external,,
node,A Developmental Model of Intercultural Maturity,external,,
node,Enculturation of Diverse Students to the Engineering Practices through First-Year Engineering College Experiences,external,,
node,Empirical evidence for the existence and uses of metacognition in computer science problem solving,external,,
node,Critical thinking assessment,external,,
node,"Educational research: Planning, conducting and evaluatingquantitative and qualitative research",external,,
node,Learn English as Foreign Language using Language Laboratory of Elementary Education Program,external,,
node,Using design thinking to cultivate the next generation of female STEAM thinkers,external,,
node,Impact of Land Use Changes and Habitat Fragmentation on the Eco-epidemiology of Tick-Borne Diseases,external,,
node,What Is Design Thinking and Why Is It Important?,external,,
node,Informatics in Schools: Improvement of Informatics Knowledge and Perception,external,,
node,"Wallen, Richard W. Clinical Psychology: The Study of Persons. New York (330 West 42nd Street): McGraw‐Hill Book Company, 1956. 388 P. $6.00",external,,
node,Are Educators Ready for Coding? - From Students Back to Teacher: Introducing the Class to Coding the Other Way Round,external,,
node,Finding high-level structures in spreadsheet programs,external,,
node,Educational Robotics and Computational Thinking Development in Preschool,external,,
node,Integrating Computational Thinking Concept Into Digital Storytelling to Improve Learners’ Motivation and Performance,external,,
node,The components of effective professional development activities in terms of teachers' perspective,external,,
node,Profiles of Motivated Self-Regulation in College Computer Science Courses: Differences in Major versus Required Non-Major Courses,external,,
node,Computational thinking tools,external,,
node,"The Relationships of Spatial Experience, Previous Mathematics Achievement, and Gender with Perceived Ability in Learning Engineering Drawing",external,,
node,LEARNING COMPUTER PROGRAMMING WITH GAME DESIGN,external,,
node,Pour une approche ergonomique de la conception d’un dispositif de formation à distance utilisant les TIC,external,,
node,A Gamification-Based Framework for Developing Learning Activities of Computational Thinking,external,,
node,ViewpointWhy computer science doesn't matter,external,,
node,A Knowledge Translation Framework for Improving Concussion Education Among Medical Students and Physicians,external,,
node,Robotics applications grounded in learning theories on tertiary education: A systematic review,external,,
node,Computational Thinking,external,,
node,The Children Machine,external,,
node,Kestirisel istatistik,external,,
node,Improving software engineering education through an empirical approach,external,,
node,Computational Thinking: the developing definition,external,,
node,Reviewing computational thinking in compulsory education : State of play and practices from computing education,external,,
node,HTML5 or messages from beyond the PDF,external,,
node,The role of virtual learning environments in a primary school context: An analysis of inscription of assessment practices,external,,
node,Guidelines for undergraduate degree programs on Model curriculum and guidelines for undergraduate degree programs in information systems - IS '97,external,,
node,Introduction to Recommender Systems Handbook,external,,
node,Constructing with and through the Body,external,,
node,Evaluating Multiple Aspects of Educational Computer Games: Literature Review and Case Study,external,,
node,A New Representation for Low Consistency Refining Data,external,,
node,10-12 Yaş Grubu Öğrencileri İçin Dijital Okuryazarlık Ölçeği Geliştirme Çalışması,external,,
node,The TACS Model: Understanding Primary School Teachers’ Adoption of Computer Science Pedagogical Content,external,,
node,"Mindstorms, Children, Computers, and Powerful Ideas",external,,
node,Productive Failure,external,,
node,Donner un sens à l'intelligence artificielle: Pour une stratégie nationale et européenne,external,,
node,Physical Computing in STEM Education,external,,
node,The Needs Analysis of Learning Higher Order Thinking Skills for Generating Ideas,external,,
node,When is a molecule three dimensional? A task‐specific role for imagistic reasoning in advanced chemistry,external,,
node,Introducing computer programming in secondary schools: A case study of NAMTOSS,external,,
node,Evaluations of an Experiential Gaming Model,external,,
node,Usages créatifs du numérique pour l'apprentissage au XXIe siècle,external,,
node,The Elements: Transforming Teaching through Curriculum-Based Professional Learning,external,,
node,Do Gender Differences in Perceived Prototypical Computer Scientists and Engineers Contribute to Gender Gaps in Computer Science and Engineering?,external,,
node,Teacher Education Faculty’s Perceptions About Computational Thinking Integration for Pre-service Education,external,,
node,"How to factor-analyze your data right: do’s, don’ts, and how-to’s.",external,,
node,"The Children's Machine: Bringing the Computer Revolution to Our Schools, Seymour Papert. 1992. Basic Books, New York, NY. 256 pages. ISBN: 0-465-01830-0. $22.50",external,,
node,Defining gamification,external,,
node,Applications of Support Vector Machine (SVM) Learning in Cancer Genomics,external,,
node,“Girls Are as Good as Boys at Math” Implies That Boys Are Probably Better: A Study of Expressions of Gender Equality,external,,
node,Getting started <i>Dealing with the panic by thinking imaginatively</i>,external,,
node,Using Game-Based Virtual Reality with Haptics for Skill Acquisition,external,,
node,Analysis of critical factors for social games based on extended technology acceptance model: a DEMATEL approach,external,,
node,An Evaluation of Four Place-Based Education Programs,external,,
node,Guide to Geometric Algebra in Practice,external,,
node,An evaluation system based on the self-organizing system framework of smart cities: A case study of smart transportation systems in China,external,,
node,The effect of Edaravone on lung injury after lower limb ischemiareperfusion in a rat model: Biochemical and histopathological insights,external,,
node,Computer Science and Computational Thinking in the Curriculum: Research and Practice,external,,
node,Combined Unplugged and Educational Robotics Training to Promote Computational Thinking and Cognitive Abilities in Preschoolers,external,,
node,"Computer-supported team-based learning: The impact of motivation, enjoyment and team contributions on learning outcomes",external,,
node,How multidimensional is computational thinking competency? A bi-factor model of the Computational Thinking Challenge (with authors' ORCIDs),external,,
node,Bibliometric analysis of service innovation research: Identifying knowledge domain and global network of knowledge,external,,
node,Overviews on inquiry based and problem based learning methods,external,,
node,Children learning computer science concepts via Alice gameprogramming,external,,
node,Finding patterns in objects and numbers: Repeating patterning in pre-K predicts kindergarten mathematics knowledge,external,,
node,Designing Unplugged and Plugged Activities to Cultivate Computational Thinking: An Exploratory Study in Early Childhood Education,external,,
node,An introduction to object-oriented programming with a didactic microworld: objectKarel,external,,
node,"Digital story design activities used for teaching programming effect on learning of programming concepts, programming self-efficacy, and participation and analysis of student experiences",external,,
node,An investigation into the challenges with the South African Qualifications Authority for students with qualifications from universities outside South Africa,external,,
node,Conversing with Copilot: Exploring Prompt Engineering for Solving CS1 Problems Using Natural Language,external,,
node,Talking about code,external,,
node,Can Preschoolers Learn Computational Thinking and Coding Skills with ScratchJr? A Systematic Literature Review,external,,
node,Chapter 5 Agile and SCRUM software project management,external,,
node,Gamification with Scratch or App Inventor in Higher Education: A Systematic Review,external,,
node,Parent-child interaction and children's learning from a coding application,external,,
node,Improving Students’ and Teachers’ Judgments of Student Performance in Primary School Mathematics Problem Solving,external,,
node,"Paths, Trees, and Flowers",external,,
node,Understanding Rules,external,,
node,Teaching Statistical Concepts and Modern Data Analysis With a Computing-Integrated Learning Environment,external,,
node,Adapting an OER Textbook for the Inverted Classroom Model — How To Flip the Classroom with BBC micro:bit Example Tasks,external,,
node,Early childhood preservice teachers’ debugging block-based programs: An eye tracking study,external,,
node,"The sorting techniques: a tutorial paper on card sorts, picture sorts and item sorts",external,,
node,"Mindstorms: Children, Computers, And Powerful Ideas",external,,
node,Digital Technologies: Sustainable Innovations for Improving Teaching and Learning,external,,
node,"Give P's a chance: Projects, peers, passion, play",external,,
node,Practice Research on Project-Based Teaching of High School Information Technology Based on Computational Thinking,external,,
node,On automated grading of programming assignments in an academic institution,external,,
node,PERFIL MOTOR DE IDOSOS: EXISTE EXERCÍCIO FÍSICO MAIS EFICAZ?,external,,
node,"Early artificial intelligence education: Effects of cooperative play and direct instruction on kindergarteners' computational thinking, sequencing, self‐regulation and theory of mind skills",external,,
node,"Key Drivers for Non-Centrifugal Sugar Cane Research, Technological Development, and Market Linkage: A Technological Roadmap Approach for Colombia",external,,
node,Logo in Mainstream Schools: The struggle over the soul of an educational innovation,external,,
node,Novice young board-game players’ experience about computational thinking,external,,
node,Teachers' Understanding of the Role of Executive Functions in Mathematics Learning,external,,
node,Educational robotics and STEAM in early childhood education,external,,
node,Scalable game design and the development of a checklist for getting computational thinking into public schools,external,,
node,Introductory statistics,external,,
node,Teaching fundamental programming concepts with the BBC micro:Bit,external,,
node,Alan Turing: His Work and Impact,external,,
node,Exploring Elementary Teachers’ Pedagogical Content Knowledge and Confidence in Implementing the NGSS Science and Engineering Practices,external,,
node,Online python tutor,external,,
node,Gamifying programming education in K‐12: A review of programming curricula in seven countries and programming games,external,,
node,Discission papers: Mere renovation is too little too late: We need to rethink our undergraduate curriculum from the ground up,external,,
node,"El efecto invernadero, principio y fin en la formación de profesores de secundaria. Una experiencia con Arduino a través de indagación [The greenhouse effect, beginning and end in the training of secondary school teachers. An experience with Arduino through inquiry",external,,
node,PRODUCT AESTHETICS,external,,
node,The philosophy of Lisp,external,,
node,The benefits of a challenge: student motivation and flow experience in tablet-PC-game-based learning,external,,
node,Assessing elementary students’ computational thinking in everyday reasoning and robotics programming,external,,
node,Creating Within and Across Life Spaces: The Role of a Computer Clubhouse in a Child’s Learning Ecology,external,,
node,The OfSTED Approach: A Perspective,external,,
node,The writers' workshop for youth programmers,external,,
node,Influences from the student,external,,
node,Digital Competence in Practice: An Analysis of Frameworks,external,,
node,"At the dawn of science, technology, engineering, arts, and mathematics (STEAM) education: prospects, priorities, processes, and problems",external,,
node,Development and analysis of the Elementary Student Coding Attitudes Survey,external,,
node,Using Gamification for Supporting an Introductory Programming Course. The Case of ClassCraft in a Secondary Education Classroom,external,,
node,STEM Attitudes Measure,external,,
node,Learning by collaborative designing: technology-enhanced knowledge practices,external,,
node,iThinkSmart: Immersive Virtual Reality Mini Games to Facilitate Students' Computational Thinking Skills,external,,
node,Programming as a Means of Expressing and Exploring Ideas: Three Case Studies Situated in a Directive Educational System,external,,
node,The Effects of a Robot Game Environment on Computer Programming Education for Elementary School Students,external,,
node,Visual Block-based Programming for ICT Training of Prospective Teachers in Morocco,external,,
node,Geometric Algebra for Electrical and Electronic Engineers,external,,
node,Update on the CS principles project,external,,
node,Art and Aesthetics in Higher Education,external,,
node,5E approach of constructivist on achievement in mathematics at upper primary level,external,,
node,Assessment process for programming assignments,external,,
node,A systematic mapping study on teaching and learning Computational Thinking through programming in higher education,external,,
node,Analysis of scratch projects of an introductory programming course for primary school students,external,,
node,"Effect of robotics on elementary preservice teachers' self-efficacy, science learning, and computational thinking",external,,
node,Introduction of Nadeshiko Programming Language for Education,external,,
node,"Research design: Qualitative, quantitative, and mixed methods approaches",external,,
node,New Frameworks for Studying and Assessing the Development of Computational Thinking,external,,
node,Content Validity of Self-Report Measurement Instruments: An Illustration From the Development of the Brain Tumor Module of the M.D. Anderson Symptom Inventory,external,,
node,Algebra and geometry,external,,
node,Qualitative Case Study Methodology: Study Design and Implementation for Novice Researchers,external,,
node,BIM Design,external,,
node,Development of algorithmic thinking skills in K-12 education: A comparative study of unplugged and digital assessment instruments,external,,
node,The Effect Of Programming Teaching On Computational Thinking,external,,
node,Exploring Google Bard's (Gemini) Role in Enhancing Research Articles in Computational Thinking and Mathematics Education,external,,
node,Qualitative and descriptive research: Data type versus data analysis,external,,
node,Beyond coding: Using critical computational literacy to transform tech,external,,
node,Transforming homo economicus into homo ludens: A field experiment on gamification in a utilitarian peer-to-peer trading service,external,,
node,Engaging youth in computational thinking practices through designing place-based mobile games about local issues,external,,
node,Introducing computational thinking in education courses,external,,
node,Amplifying children’s computational problem-solving skills: A hybrid-based design for programming education,external,,
node,Rubrics as assessment guides,external,,
node,Development of Computational Thinking in High School Students: A Case Study in Chile,external,,
node,"Robotics projects and learning concepts in science, technology and problem solving",external,,
node,"Survey of Attacks against HTTPS: Analysis, Exploitation, and Mitigation Strategies",external,,
node,Teaching and Technology: New Tools for New Times,external,,
node,"Abstraction in action: K-5 teachers' uses of levels of abstraction, particularly the design level, in teaching programming.",external,,
node,Microsoft Makecode for micro:bit (Version 4.0.18) [Computer software],external,,
node,One Mini-Game Is Not Like the Other: Different Opportunities to Learn Multiplication Tables,external,,
node,Open source software peer review practices,external,,
node,"Hypertext Learning Environments, Cognitive Flexibility, and the Transfer of Complex Knowledge: An Empirical Investigation",external,,
node,Focus on 3D Modeling: Tinkercad,external,,
node,Comparative Analysis of Classical Test Theory and Item Response Theory Based Item Parameter Estimates of Senior School Certificate Mathematics Examination,external,,
node,Factors affecting students' attitudes toward computer programming,external,,
node,Developing a Computational Thinking Test Using Bebras Problems,external,,
node,"A systematic review of immersive virtual reality applications for higher education: Design elements, lessons learned, and research agenda",external,,
node,When does the volume formula make sense to students,external,,
node,Learning to Solve Complex Scientific Problems,external,,
node,(PDF) Computer Science Unplugged: school students doing real computing without computers,external,,
node,Teachers' TPACK readiness to teach mathematics with technology,external,,
node,Source code 1. EPISIM Simulator implementation of model described in Appendix 1.,external,,
node,Solving math and science problems in the real world with a computational mind,external,,
node,The Use of Project Activity in Teaching Mathematics,external,,
node,Voltage References,external,,
node,Item response analysis of computational thinking practices: Test characteristics and students’ learning abilities in visual programming contexts,external,,
node,Abstraction mechanisms in discrete-event inductive modeling,external,,
node,IBM SPSS Statistics 29 Step by Step,external,,
node,From Agents to Continuous Change via Aesthetics: Learning Mechanics with Visual Agent-based Computational Modeling,external,,
node,"Chronotype, Sleep Behavior, and the Big Five Personality Factors",external,,
node,"Lego Robotics and group learning: Exploring the effects of gender, age, and family background",external,,
node,Varieties of knowledge elicitation techniques,external,,
node,Bilgi işlemsel düşünme tanımı ve kapsamı,external,,
node,The discovery of grounded theory: Strategies for qualitative research,external,,
node,Analysis of Implementation Project-Based Learning Model of Teaching Integrated with Computer Programming in Improving Computational Thinking Skills in a Classical Mechanics Course,external,,
node,Introduction to classical and modern test theory,external,,
node,A FRAMEWORK FOR EVALUATING AND ORCHESTRATING GAME-BASED LEARNING THAT FOSTERS COMPUTATIONAL THINKING,external,,
node,Bebras: A social approach for concept based learning of informatics and computational thinking,external,,
node,Technology for Enhancing Statistical Reasoning at the School Level,external,,
node,Teacher beliefs and attitudes about inquiry-based learning in a rural school district in South Africa,external,,
node,"Chronotype, class times, and academic achievement of university students",external,,
node,Using Technology to Train Teachers,external,,
node,Board 105: Exploring Enculturation in the First-year Engineering Program (Year III),external,,
node,Computational Thinking Test: Design Guidelines and Content Validation,external,,
node,Teachers’ Perspectives on the Intertwining of Tangible and Digital Modes of Activity with a Drawing Robot for Geometry,external,,
node,Interaction between Physical Sciences and Mathematics-Case of Differential Equations in the Curricula of Final Science Classes,external,,
node,Understanding statistics in the behavioral sciences,external,,
node,Education at a glance: Teachers' teaching and working time (Edition 2019/1),external,,
node,Examining the effects of field dependence–independence on learners' problem-solving performance and interaction with a computer modeling tool: Implications for the design of joint cognitive systems,external,,
node,The profession of ITComputing,external,,
node,Effect of Implementing Subgoals in Code.org's Intro to Programming Unit in Computer Science Principles,external,,
node,Bilgisayarca düşünme beceri düzeyleri ölçeğinin (BDBD) ortaokul düzeyine uyarlanması [Computational thinking levels scale (CTLS) adaptation for secondary school level],external,,
node,Special Interest Group,external,,
node,"Programación, robótica y pensamiento computacional en el aula",external,,
node,A method of analysing interview transcripts in qualitative research,external,,
node,Symplectic groups,external,,
node,The Roehampton Annual Computing Education Report: Data from,external,,
node,A Comparison of Three Retrospective Self-reporting Methods of Measuring Change in Instructional Practice,external,,
node,"Science, Technology, Engineering, and Mathematics (stem) Education: A primer",external,,
node,A Manual for Assessing Open-Ended Statements of Concern About an Innovation,external,,
node,Fischertechnik. In: NEED BOOKTITLE,external,,
node,Executive function and metacognition: Towards a unifying framework of cognitive self-regulation,external,,
node,Sampling in qualitative research. purposeful and theoretical sampling; Merging or clear boundaries,external,,
node,"Individual Differences in Inhibitory Control, Not Non-Verbal Number Acuity, Correlate with Mathematics Achievement",external,,
node,Student perspectives on assessment: What students can tell us about assessment for learning,external,,
node,«Tam Yıl Eğitim» uygulaması,external,,
node,The Experience of Transition to College for Students Diagnosed with Asperger’s Disorder,external,,
node,The effect of using Kahoot! for learning – A literature review,external,,
node,Preparing the Next Generation of Teachers,external,,
node,Influential factors on preservice teachers' intentions to use ICT in future lessons,external,,
node,Tutorial: Structure-Preserving Representation of Euclidean Motions Through Conformal Geometric Algebra,external,,
node,Grounding Computational Thinking Skill Acquisition Through Contextualized Instruction,external,,
node,Infrastructuring as a Practice of Design-Based Research for Supporting and Studying Equitable Implementation and Sustainability of Innovations,external,,
node,"Geometry, kinematics, and rigid body mechanics in cayley-klein geometries",external,,
node,Processing: a programming handbook for visual designers and artists,external,,
node,What's the big idea? Toward a pedagogy of idea power,external,,
node,The Computer Boys Take Over,external,,
node,Computer Science Education in French Secondary Schools,external,,
node,Performance assessment of higher order thinking,external,,
node,"A Taxonomy of Cognitive Artifacts: Function, Information, and Categories",external,,
node,History of electronic sound modification,external,,
node,Exploring Computational Thinking (ECT) ii,external,,
node,Making better connections,external,,
node,An adaptive educational computer game: Effects on students' knowledge and learning attitude in computational thinking,external,,
node,Project-based learning connotation and effectiveness based on systematic literature review[J],external,,
node,Applied Learning of Anatomy and Physiology: Virtual DissectionTables within Medical and Health Sciences Education,external,,
node,Bringing Computational Thinking into Science Education,external,,
node,Learning With Computer-Based Learning Environments: A Literature Review of Computer Self-Efficacy,external,,
node,"Students' Computational Thinking Skill through Cooperative Learning Based on Hands-on, Inquiry-based, and Student-centric Learning Approaches",external,,
node,The K-12 Educational Technology Handbook,external,,
node,CHI '14 Extended Abstracts on Human Factors in Computing Systems,external,,
node,Hot and Cool Executive Function in Childhood and Adolescence: Development and Plasticity,external,,
node,Figure 3.3 Percentage of new and experienced teachers who agree or strongly agree with the following statements about aspects of appraisal or/and feedback in their school.,external,,
node,Facilitating Internalization: The Self‐Determination Theory Perspective,external,,
node,Game-Based Learning: Alternative Approaches to Teaching and Learning Strategies in Health Sciences Education,external,,
node,Quantitative correlation between ability to compute and student performance in a primary school,external,,
node,The learner centric ecology of resources: A framework for using technology to scaffold learning,external,,
node,Developing pre-service teachers’ computational thinking: a systematic literature review,external,,
node,Importance of Coding Education and Robotic Applications For Achieving 21st-Century Skills in North Cyprus,external,,
node,Development of a Lean Computational Thinking Abilities Assessment for Middle Grades Students,external,,
node,Motivating Reading Comprehension,external,,
node,History of motivational research in education.,external,,
